label,text,fullname,replies,retweet,likes
FAKE,চিরতরে এলার্জি দূর করার উপায় |   via @YouTube,,,,
REAL,শীতে গলাব্যথা দূর করার ঘরোয়া ৮ উপায়  ,,,,
REAL,ঘরোয়া পদ্ধতিতে ত্বক উজ্জ্বল করার উপায়  ,,,,
REAL,পায়ের দুর্গন্ধ দূর করার ঘরোয়া উপায়   via @Dailyfulki,,,,
IRRELEVANT,ইঁদুরের উৎপাত থেকে রক্ষা পাওয়ার কিছু ঘরোয়া উপায়  ,,,,
REAL,ঘরোয়া উপায় দূরে করুন অস্বস্তিকর ঘামাচি,,,,
REAL,গ্যাস্ট্রিক নিরাময়ে ঘরোয়া উপায়  ,,,,
REAL,ঝটপট গ্যাস্টিকের সমস্যা সমাধানে ঘরোয়া উপায় | 417872|| Bangladesh Pratidin  ,,,,
REAL,#সাইনোসাইটিসের #ব্যাথা কমানোর ঘরোয়া উপায়  ,,,,
REAL,কাশি সারছে না?  সহজ ঘরোয়া উপায় জেনে নিন - Bangla Health Tips | Fusion Care  ,,,,
FAKE,অ্যাপেন্ডিসাইটিসের লক্ষণ ও প্রতিকারের ঘরোয়া উপায়  ,,,,
REAL,মাথার খুশকি দূর করার ঘরোয়া উপায় || হেলথ এপিসোড || health episode  ,,,,
REAL,উৎসবের মরশুমে ঘরোয়া উপায়ে চুল স্ট্রেইট করাতে চান? হাতের কাছেই রয়েছে উপায়  ,,,,
UNSURE,ভুঁড়ি কমাতে ৭টি ঘরোয়া উপায়,,,,
REAL,গ্যাস্ট্রিক দূর করার ৩ ঘরোয়া উপায়  ,,,,
REAL,ব্রণ বা ফুসকুড়ি দূর করার ঘরোয়া উপায়  ,,,,
REAL,খুশকির সমস্যা থেকে মুক্তির ঘরোয়া উপায় – জেনে নিন!  ,,,,
REAL,"মাথা ঘোরার সমস্যা কমাতে ৫ ঘরোয়া উপায়
১. পানি পান করুন
২. কিছু খান
৩. আদা
৪. স্বাস্থ্যকর খাবার খান
৫. ঘুমান ",,,,
REAL,চুল ঘন ও কালো করার ঘরোয়া উপায়।  ,,,,
REAL,পুরাতন কষা বা কোসঠবদ্ধতা দুর করার ঘরোয়া এবং ঔষধ - কষা দুর করার উপায় via @YouTube,,,,
REAL,"পেটের মেদ , ভুরি কমানোর  ঘরোয়া উপায় জেনে নিন  ",,,,
FAKE,দ্রুত #ওজন_কমানোর সহজ এবং ঘরোয়া উপায়-How To #Loss_Weight Fast At Home   via @YouTube,,,,
REAL,ঘামাচি দূর করার ঘরোয়া উপায় ।  ,,,,
REAL,ঘরোয়া ভাবে মোটা হওয়ার সহজ ১০ উপায়  ,,,,
REAL,চুল পড়া বন্ধ করার ঘরোয়া উপায় জেনে নিন  ,,,,
REAL,টনসিলের ব্যথা দূর করার ঘরোয়া ৫ উপায় -    ,,,,
REAL,গায়ের গন্ধ দূর করার ঘরোয়া ৪টি উপায় জেনে নিন  ,,,,
REAL,"পেট ব্যথা, গ্যাস, এসিডিটি, পাতলা পায়খানা থেকে মুক্তির ঘরোয়া উপায় Stomach Pain Relief Stomach Ache

#stomachpain #stomachpainrelief #stomachache #petdardkailaj #acidity #petdard #petmedard #homeremedies #petdardkidua #petdardaurgaskailaj ",,,,
REAL,"Here's the link of the video about Menstrual Cup :  
Menstrual Cup টা কি এখনো অনেকেই আমরা জানিনা..কি করে এটা.. কি হয় এতে? আমাদের লাভ কি? পরিবেশের সাথে টাকা বাঁচানোর সাথেই বা এর সম্পর্ক কি?
উপকার কি আদৌ হবে?
পারলে শেয়ার করে অন্যদের জানার সুযোগ করে দেবেন ",Antara Naina Roy Majumder,14,4,161
IRRELEVANT,"নতুন বাজেটে ‘‘সাধারণ মানুষের কোনো উপকার হবে না’’ বলে মনে করেন বিএনপি নেতা আমীর খসরু মাহমুদ চৌধুরী৷ আপনারও কি তাই মনে হয়? 

 ",DW বাংলা,9,0,142
SATIRE,"বিদ্যার সৌন্দর্য হয় 
বিদ্যা অনুযায়ী আমল করলে,

    আর
উপকারের সৌন্দর্য হয়
উপকার করে তা না বললে।

#কি_বলেন",Mahfujur Rahman,4,3,87
IRRELEVANT,"উপকার করলে লাত্থি খেতে হয়, রোহিঙ্গারা আজ তা প্রমাণ করার চেষ্টা করছে।

আজকাল মানুষ চোখের সামনে কাউকে বিপদে দেখলে এগিয়ে আসতে চায় না পাশ কেটে চলে যায়। যদিও কাজটা খুব অমানবিক কিন্তু এখন চারদিকে তাকিয়ে দেখছি এটা উচিত এর পর্যায়ে চলে যাচ্ছে।

সঠিক বললাম কি না জানি না।",Robi,2,3,57
IRRELEVANT,"এর চেয়ে না হয় কিছু সময় বের করো একান্তই ভালো থাকার জন্যে, একটা মন নিয়ে কিছুটা সুখ নিয়ে মাটিতে মিশে যেও।। 

তাতে কি উপকার হবে জানি না কিন্তু তোমার অস্থিমজ্জা থেকে হয়তো জন্ম নিবে নাম না জানা সুখী একটা গাছ যার সবুজের রং দেখে দুঃখী কারো বুকে সাহস হবে তোমার মতন গাছ হওয়ার।",TaNiA,1,0,23
IRRELEVANT,"@srijitspeaketh ""গুমনামী"" বানিয়ে বড় উপকার করেছেন। স্বাধীন দেশটার ইতিহাসটা অনেকটাই তো দেখছি জানা বাকি ছিল।
একই কথা বলি @chandrachurg আর @anujdhar কেও।

বিষ ছাড়া কি অমৃত মন্থন হয়? সবাই একসাথে নীলকন্ঠ হবো। অমৃত হাতছাড়া হলে চলবে না।

#Gumnaami #Conundrum",Akik Nil Mitra🖋🎬🎤🍽,0,4,11
SATIRE,"- ভাই স্যালাইন একটা দেন। 
- এই নেন। 
- এটা খেলে কি উপকার হয় ? 
- পানিশূন্যতা পূরণ করে। 
- তাইলে এটা না অন্য টা দেন, যেটা খেলে প্রেমের শূন্যতা পূরণ করে।",যা-যা-ব-র,1,1,9
IRRELEVANT,"কমেন্ট করলে কি কোনো উপকার হয়?
-
তিন দিন আইডি লক ছিল। লাইক শেয়ার কমেন্ট কিছুই করতে পারিনি। লিখতে পারেনি আলোচিত বিষয় নিয়ে একটি লাইন। সদ্য খোলা লাইক পেইজটি এই আইডি থেকে খোলার কারণে তাও ব্যবহার করতে পারিনি। ",m sakhawat hussain,0,1,5
